# Mar Thoma Syrian Church — every parish and congregation, under its diocese.
#
# The zone column is deliberately empty. The published list has no tier
# between the diocese and the parish, and inventing one would put names in
# your console that no one in the church would recognise. Add zones later
# from Manage → Churches if your diocese actually uses them; a parish with no
# zone is a normal, supported thing here.
#
# The city is derived from the postal address, not published as its own
# field: the post-office locality for Indian parishes, the town for parishes
# abroad. 1062 of 1114 rows resolved to something; the rest are blank rather
# than guessed. A post office is not always the place the parish is named
# after, so treat the column as a starting point and correct what you notice.
# Source: the Mar Thoma parish list published at marthoma.in, as collected in
#   https://docs.google.com/spreadsheets/d/1QVPcgFuO638L673NJ5fqtwqwq_obO4lF/edit
# Converted 2026-08-29. 1114 parishes in 14 dioceses.
#
diocese,zone,church,city
CHENNAI - BANGALORE DIOCESE,,NILGIRI MAR THOMA CHURCH COONOOR,Nilgiris
CHENNAI - BANGALORE DIOCESE,,NORTH MADRAS MAR THOMA CHURCH,Thiruvottiyur
CHENNAI - BANGALORE DIOCESE,,PADI BETHEL (CHENNAI) MAR THOMA CHURCH,Korattur
CHENNAI - BANGALORE DIOCESE,,POLLACHI ST THOMAS MAR THOMA CHURCH,Mahalingapuram
CHENNAI - BANGALORE DIOCESE,,PONDICHERRY ST THOMAS MAR THOMA CHURCH,Pondicherry
CHENNAI - BANGALORE DIOCESE,,PORT BLAIR ST THOMAS MAR THOMA CHURCH,Port Blair
CHENNAI - BANGALORE DIOCESE,,RANGAT ST JOHNS MAR THOMA CHURCH,Middle & North Andaman
CHENNAI - BANGALORE DIOCESE,,REDDYPALLE ST STEPHENS MAR THOMA CHURCH,Narasapuram
CHENNAI - BANGALORE DIOCESE,,SALEM (TN) MAR THOMA CHURCH,Salem
CHENNAI - BANGALORE DIOCESE,,"SALMIA ST. THOMAS MAR THOMA CHURCH, KUWAIT",
CHENNAI - BANGALORE DIOCESE,,SANTHIMANDIRAM MAR THOMA CHURCH,Medchal Malkajgiri
CHENNAI - BANGALORE DIOCESE,,SECUNDRABAD – HYDERABAD MAR THOMA CHURCH,Nehru Nagar (Visakha
CHENNAI - BANGALORE DIOCESE,,SEEDARAMAPURA GAJULLAPALLE KEREETH MAR THOMA CHURCH,Gajulappally
CHENNAI - BANGALORE DIOCESE,,SHETTIVEEDU ST. THOMAS MAR THOMA CHURCH,Kurnool
CHENNAI - BANGALORE DIOCESE,,SHIVANAPURAM JERUSALEM MAR THOMA CHURCH,Shivanapura
CHENNAI - BANGALORE DIOCESE,,SIDLAGHATTA EBENEZER MAR THOMA CHURCH,Shidlaghatta
CHENNAI - BANGALORE DIOCESE,,SIRSI ST PAULS MAR THOMA CHURCH,North Kanara
CHENNAI - BANGALORE DIOCESE,,SONNENAHALLI ST PAULS MAR THOMA CHURCH,Sidlaghatta
CHENNAI - BANGALORE DIOCESE,,TAMBARAM IMMANUEL MAR THOMA CHURCH,Muthamizh Street East Tambaram
CHENNAI - BANGALORE DIOCESE,,TRICHY ST. THOMAS MAR THOMA CHURCH,Kattur
CHENNAI - BANGALORE DIOCESE,,TUMKUR ST JOHNS MAR THOMA CHURCH,Tumkur
CHENNAI - BANGALORE DIOCESE,,VALPARAI HOREB MAR THOMA CHURCH,Valparai
CHENNAI - BANGALORE DIOCESE,,VELLORE ST THOMAS MAR THOMA CHURCH,Gandhi Nagar
CHENNAI - BANGALORE DIOCESE,,VIJAYAPURA ST ANDREWS MAR THOMA CHURCH,Devanahally
CHENNAI - BANGALORE DIOCESE,,VILANTHAI MAR THOMA CHAPEL,
CHENNAI - BANGALORE DIOCESE,,WHITEFIELD ST PAULS MAR THOMA CHURCH,Kannamangala
DELHI DIOCESE,,AGRA MAR THOMA CHURCH,Agra H.O
DELHI DIOCESE,,AHMADI IMMANUEL MAR THOMA PARISH KUWAIT,
DELHI DIOCESE,,AHMADI MAR THOMA CHURCH,
DELHI DIOCESE,,ALLAHABAD MAR THOMA CHURCH,Muirabad P.O. Prayagraj
DELHI DIOCESE,,AMBIKAPUR MAR THOMA CHURCH,Ambikapur
DELHI DIOCESE,,ARUNACHAL PRADESH SOUTHERN CHRISTIAN (C),
DELHI DIOCESE,,BANSVARA SALEM MAR THOMA CHURCH,Banswara Ho
DELHI DIOCESE,,BHILAI MAR THOMA CHURCH,Sector 6 Bhilai
DELHI DIOCESE,,BHILWARA ST THOMAS MAR THOMA CHURCH,Bhilwara
DELHI DIOCESE,,BHOPAL ST PETERS MAR THOMA CHURCH,Govindapura
DELHI DIOCESE,,BILASPUR MAR THOMA CHURCH,Bilaspur
DELHI DIOCESE,,BISHRAMPUR BETHEL MAR THOMA CHURCH,Bishrampur Colliery
DELHI DIOCESE,,BOKARO STEEL CITY MAR THOMA CHURCH,Bokaro Steel City
DELHI DIOCESE,,CHANDIGARH MAR THOMA CHURCH,Near Village Raipur Khurd
DELHI DIOCESE,,CUTTACK –  BHUBHANESWAR MAR THOMA CHURCH,Jharpada
DELHI DIOCESE,,DELHI ST PETERS MAR THOMA CHURCH,Joshi Colony
DELHI DIOCESE,,DELHI ST STEPHENS (MAYUR VIHAR) MAR THOMA CHURCH,Mayur Vihar Phase Iii
DELHI DIOCESE,,DEWAS IMMANUEL MAR THOMA CHURCH,Devas Ho
DELHI DIOCESE,,DHANBAD MAR THOMA CHURCH,Dhanbad Bokaro
DELHI DIOCESE,,DURGAPUR MAR THOMA CHURCH,Durgapore
DELHI DIOCESE,,FARIDABAD ALL SAINTS MAR THOMA CHURCH,Faridabad
DELHI DIOCESE,,GHAZIABAD MAR THOMA SYRIAN CHURCH,Sahibabad
DELHI DIOCESE,,GURGAON ST THOMAS MAR THOMA CHURCH,Gurgaon
DELHI DIOCESE,,GUWAHATI MAR THOMA CHURCH,Guwahati G
DELHI DIOCESE,,GWALIOR MAR THOMA CHURCH,Gwalior
DELHI DIOCESE,,INDORE MAR THOMA CHURCH,Indore R.S.S.Nagar
DELHI DIOCESE,,ITARSI MAR THOMA CHURCH,Itarsi
DELHI DIOCESE,,JABALPUR ST ANDREWS MAR THOMA CHURCH,
DELHI DIOCESE,,JAGDALPUR MAR THOMA CHURCH,Jagdalpur
DELHI DIOCESE,,JAIPUR MAR THOMA CHURCH,Mansarover
DELHI DIOCESE,,JAMSHEDPUR MAR THOMA CHURCH,Jamshedpur
DELHI DIOCESE,,JHANSI MAR THOMA CHURCH,Sipri Bazar
DELHI DIOCESE,,JODHPUR MAR THOMA CHURCH,Jodhpur
DELHI DIOCESE,,KATNI MAR THOMA CHURCH,Jabalpur
DELHI DIOCESE,,KHAMARIA RANJHI MAR THOMA CHURCH,Jabalpur
DELHI DIOCESE,,KOLAR ROAD BETHEL (BHOPAL) MAR THOMA CHURCH,Bhopal
DELHI DIOCESE,,KOLKATA MAR THOMA SYRIAN CHURCH,Ballygunge
DELHI DIOCESE,,KORBA MAR THOMA SYRIAN CHURCH,Korba Head
DELHI DIOCESE,,KOTA ST THOMAS MAR THOMA CHURCH(RAJASTHAN),Rajasthan
DELHI DIOCESE,,KUWAIT ST. JOHNS MAR THOMA CHURCH,
DELHI DIOCESE,,KUWAIT ST. PETERS MAR THOMA CHURCH,
DELHI DIOCESE,,LALGHATI (BHOPAL) ST PAULS MAR THOMA CHURCH,Bhopal
DELHI DIOCESE,,LUCKNOW MAR THOMA CHURCH,Gomti Nagar
DELHI DIOCESE,,LUDHIANA MAR THOMA CHURCH,Mohar Singh Nagar
DELHI DIOCESE,,MAHASAMUDHU MAR THOMA CHURCH,Raipur
DELHI DIOCESE,,NEW DELHI BETHEL MAR THOMA CHURCH,Ignou
DELHI DIOCESE,,NEW DELHI EBENEZER (VIKASPURI) MAR THOMA CHURCH,Vikaspuri
DELHI DIOCESE,,NEW DELHI JERUSALEM MAR THOMA CHURCH,Safdarjung Enclave
DELHI DIOCESE,,NEW DELHI ST JAMES (DWARKA) MAR THOMA CHURCH,Newdelhi
DELHI DIOCESE,,NEW DELHI ST. THOMAS (KAROLBAGH) MAR THOMA CHURCH,Karol Bagh
DELHI DIOCESE,,NOIDA IMMANUEL MAR THOMA CHURCH,
DELHI DIOCESE,,PATNA MAR THOMA CHURCH,Sonari
DELHI DIOCESE,,RAIPUR MAR THOMA CHURCH,Raipur
DELHI DIOCESE,,RAJHARA MAR THOMA CHURCH,Balod District
DELHI DIOCESE,,RAJNANDAGAON EBENEZER MAR THOMA CHURCH,Rajnandgaon
DELHI DIOCESE,,RANCHI MAR THOMA CHURCH,Ranchi
DELHI DIOCESE,,REWA ST THOMAS MAR THOMA CHURCH,Rewa
DELHI DIOCESE,,ROURKALA MAR THOMA CHURCH,Jhirpani
DELHI DIOCESE,,SATNA MAR THOMA CHURCH,Christiya Bandhu Kulam Mahadeva
DELHI DIOCESE,,SIHORA MAR THOMA CHURCH,Darshini
DELHI DIOCESE,,TATIBANDH ST JOHNS MAR THOMA CHURCH,Raipur
DELHI DIOCESE,,UDAIPUR IMMANUEL MAR THOMA CHURCH,North Ayad
DELHI DIOCESE,,VISAKAPATANAM MAR THOMA SYRIAN CHURCH,Near All India Radio
KOTTARAKKARA - PUNALUR DIOCESE,,AMBALAKKARA IMMANUEL MAR THOMA CHURCH,Anmalakkara
KOTTARAKKARA - PUNALUR DIOCESE,,AMBALATHUMKALA HOREB MAR THOMA CHURCH,
KOTTARAKKARA - PUNALUR DIOCESE,,AMPALATHUMKALA HOREB MAR THOMA CHURCH,Kollam
KOTTARAKKARA - PUNALUR DIOCESE,,ANDOOR JERUSALEM MAR THOMA CHURCH,Andoor
KOTTARAKKARA - PUNALUR DIOCESE,,ANDOOR ST PETERS MAR THOMA CHURCH,Andoor
KOTTARAKKARA - PUNALUR DIOCESE,,AREEPLACHI EBENEZER MAR THOMA CHURCH,Areeplachy
KOTTARAKKARA - PUNALUR DIOCESE,,AVANEESWARAM IMMANUEL MAR THOMA CHURCH,Avaneswaram R.S
KOTTARAKKARA - PUNALUR DIOCESE,,CHAKKUVARAKKAL IMMANUEL MAR THOMA CHURCH,Chakkuvarackal
KOTTARAKKARA - PUNALUR DIOCESE,,CHALIAKKARA IMMANUEL MAR THOMA CHURCH,Chaliyakara
KOTTARAKKARA - PUNALUR DIOCESE,,CHENGAMANADU IMMANUEL MAR THOMA CHURCH,Chengamanad
KOTTARAKKARA - PUNALUR DIOCESE,,CHENKOTTAI ST PAULS MAR THOMA CHURCH,Chengottai R.S
KOTTARAKKARA - PUNALUR DIOCESE,,CHENKULAM IMMANUEL MAR THOMA CHURCH,Chenkulam
KOTTARAKKARA - PUNALUR DIOCESE,,DOHA QATAR IMMANUEL MAR THOMA PARISH,Doha-Qatar
KOTTARAKKARA - PUNALUR DIOCESE,,EDAMON MORIA MAR THOMA CHURCH,Edamon
KOTTARAKKARA - PUNALUR DIOCESE,,ELAMPAL JERUSALEM MAR THOMA CHURCH,Elampal
KOTTARAKKARA - PUNALUR DIOCESE,,ELAMPAL SEHION MAR THOMA CHURCH,Elampal
KOTTARAKKARA - PUNALUR DIOCESE,,ELAMPAL ST THOMAS MAR THOMA CHURCH,Elampal
KOTTARAKKARA - PUNALUR DIOCESE,,INCHAKKADU BETHEL MAR THOMA CHURCH,Mailom
KOTTARAKKARA - PUNALUR DIOCESE,,KAITHACODE EBENEZER MAR THOMA CHURCH,Perayam
KOTTARAKKARA - PUNALUR DIOCESE,,KAITHACODE MAR THOMA CHURCH,Kaithakodu
KOTTARAKKARA - PUNALUR DIOCESE,,KAITHODU BETHEL MAR THOMA CHURCH,Kaithodu Nellipally
KOTTARAKKARA - PUNALUR DIOCESE,,KALAYANADU SALEM MAR THOMA CHURCH,Planchery
KOTTARAKKARA - PUNALUR DIOCESE,,KALLADA NILAMEL MAR THOMA CHURCH,East Kallada
KOTTARAKKARA - PUNALUR DIOCESE,,KARAVALOOR BETHEL MAR THOMA CHURCH,Karavaloor
KOTTARAKKARA - PUNALUR DIOCESE,,KARAVALOOR KEREETH MAR THOMA CHURCH,Areeplachy
KOTTARAKKARA - PUNALUR DIOCESE,,KARICKOM CHRISTHOSE MAR THOMA CHURCH,Karikkam
KOTTARAKKARA - PUNALUR DIOCESE,,KARIPPURAM CHRISTHOSE MAR THOMA CHURCH,Mukkoodu
KOTTARAKKARA - PUNALUR DIOCESE,,KOKKADU ST JOHNS MAR THOMA CHURCH,Kokkadu
KOTTARAKKARA - PUNALUR DIOCESE,,KOTTARA BETHEL MAR THOMA CHURCH,Meeyannoor
KOTTARAKKARA - PUNALUR DIOCESE,,KOTTARAKARA MAR THOMA CHURCH,Kottarakara
KOTTARAKKARA - PUNALUR DIOCESE,,KULAPPALLY BETHEL MAR THOMA CHURCH,Panavoor
KOTTARAKKARA - PUNALUR DIOCESE,,KUNDARA BETHEL MAR THOMA CHURCH,Kundara Thrippalazhikom
KOTTARAKKARA - PUNALUR DIOCESE,,KUNDARA SALEM MAR THOMA CHURCH,Kundara
KOTTARAKKARA - PUNALUR DIOCESE,,KURIATHY TRINITY MAR THOMA CHURCH,Panacode
KOTTARAKKARA - PUNALUR DIOCESE,,KURUPUZHA JERUSALEM MAR THOMA CHURCH,Elavattom
KOTTARAKKARA - PUNALUR DIOCESE,,MANJAKKALA TRINITY MAR THOMA CHURCH,Manjakala
KOTTARAKKARA - PUNALUR DIOCESE,,MARUTHAMONPALLY IMMANUEL MAR THOMA CHURCH,Pooyapally
KOTTARAKKARA - PUNALUR DIOCESE,,MATHRA IMMANUEL MAR THOMA CHURCH,Mathra
KOTTARAKKARA - PUNALUR DIOCESE,,MEENAMKAL ST PAULS MAR THOMA CHURCH,Medical College
KOTTARAKKARA - PUNALUR DIOCESE,,MEEYANNUR SALEM MAR THOMA CHURCH,Meeyannoor
KOTTARAKKARA - PUNALUR DIOCESE,,MUKHATHALA MAR THOMA CHURCH,Alummoodu
KOTTARAKKARA - PUNALUR DIOCESE,,MYLADUMPARA BETHEL MAR THOMA CHURCH,Kollam
KOTTARAKKARA - PUNALUR DIOCESE,,MYLAMKULAM SHALOM MAR THOMA CHURCH,Puthur-Kollam
KOTTARAKKARA - PUNALUR DIOCESE,,MYLOM CHRISTHOSE MAR THOMA CHURCH,Pallickal
KOTTARAKKARA - PUNALUR DIOCESE,,NAGAMALA MAR THOMA CHURCH,Nagamala Kalthurutty
KOTTARAKKARA - PUNALUR DIOCESE,,NARICKAL BETHEL MAR THOMA CHURCH,Narikkal
KOTTARAKKARA - PUNALUR DIOCESE,,NEELESWARAM IMMANUEL MAR THOMA CHURCH,Neeleswaram
KOTTARAKKARA - PUNALUR DIOCESE,,NELLIKUNNAM IMMANUEL MAR THOMA CHURCH,Nellikunnam
KOTTARAKKARA - PUNALUR DIOCESE,,NELLIPPALLI ST PAULS MAR THOMA CHURCH,Nellippally
KOTTARAKKARA - PUNALUR DIOCESE,,"ODANAVATTOM MAR THOMA CHURCH,",Odanavattom
KOTTARAKKARA - PUNALUR DIOCESE,,ODANAVATTOM ST THOMAS MAR THOMA CHURCH,Cheppara
KOTTARAKKARA - PUNALUR DIOCESE,,OYOOR ST THOMAS MAR THOMA CHURCH,Pooyappally (Via
KOTTARAKKARA - PUNALUR DIOCESE,,PACHA PALODU SALEM MAR THOMA CHURCH,Pacha-Palode
KOTTARAKKARA - PUNALUR DIOCESE,,PALAKUZHY EBENEZER MAR THOMA CHURCH,Palakkuzhy Thalavoor
KOTTARAKKARA - PUNALUR DIOCESE,,PANAVELI BETHEL MAR THOMA CHURCH,Panaveli
KOTTARAKKARA - PUNALUR DIOCESE,,PANDITHITTA THABORE MAR THOMA CHURCH,Ambalathinnirappu
KOTTARAKKARA - PUNALUR DIOCESE,,PARUTHUMPARA IMMANUEL MAR THOMA CHURCH,Kollam
KOTTARAKKARA - PUNALUR DIOCESE,,PATTAMALA MAR THOMA CHURCH,Chengamanad
KOTTARAKKARA - PUNALUR DIOCESE,,PATTAZHY CHRISTOSE MAR THOMA CHURCH,Thekketheri
KOTTARAKKARA - PUNALUR DIOCESE,,PATTAZHY IMMANUEL MAR THOMA CHURCH,Thekkethery
KOTTARAKKARA - PUNALUR DIOCESE,,PAZHINJAM ST PAULS MAR THOMA CHURCH,Ummannur
KOTTARAKKARA - PUNALUR DIOCESE,,PERA ST JOHNS MAR THOMA CHURCH,Andoor
KOTTARAKKARA - PUNALUR DIOCESE,,PERAYAM MAR THOMA CHURCH,Mulavana
KOTTARAKKARA - PUNALUR DIOCESE,,PLAPPALLY BETHEL MAR THOMA CHURCH,Plapally
KOTTARAKKARA - PUNALUR DIOCESE,,PODIYATTUVILA ST THOMAS MAR THOMA CHURCH,Podiyattuvila
KOTTARAKKARA - PUNALUR DIOCESE,,POLICODE IMMANUEL MAR THOMA CHURCH,Vayackal
KOTTARAKKARA - PUNALUR DIOCESE,,POOYAPPALLY ST  THOMAS MAR THOMA CHURCH,Pooyapally
KOTTARAKKARA - PUNALUR DIOCESE,,PULAMON BETHEL MAR THOMA CHURCH,Pulamon
KOTTARAKKARA - PUNALUR DIOCESE,,PULLEMCODE ST THOMAS MAR THOMA CHURCH,Perumannur
KOTTARAKKARA - PUNALUR DIOCESE,,PUNALUR CARMEL MAR THOMA CHURCH,Punalur Paper Mills
KOTTARAKKARA - PUNALUR DIOCESE,,PUNALUR ST THOMAS MAR THOMA CHURCH,Kollam
KOTTARAKKARA - PUNALUR DIOCESE,,PUTHOOR IMMANUEL MAR THOMA CHURCH,Karickel
KOTTARAKKARA - PUNALUR DIOCESE,,PUTHUCADU BETHEL MAR THOMA CHURCH,Edamon
KOTTARAKKARA - PUNALUR DIOCESE,,"PUTHUCADU JERUSALEM MAR THOMA CHURCH,",Puthukkad
KOTTARAKKARA - PUNALUR DIOCESE,,PUTHUKULANGARA IMMANUEL MAR THOMA CHURCH,Nedumangad
KOTTARAKKARA - PUNALUR DIOCESE,,THALACHIRA SALEM MAR THOMA CHURCH,Thalachira
KOTTARAKKARA - PUNALUR DIOCESE,,THALAVOOR NADUTHERY MAR THOMA CHURCH,Thalavoor
KOTTARAKKARA - PUNALUR DIOCESE,,THALAVOOR NADUTHERY MARTHOMA CHURCH,
KOTTARAKKARA - PUNALUR DIOCESE,,THAMARAKUDY IMMMANUEL MAR THOMA CHURCH,Thamarakudy
KOTTARAKKARA - PUNALUR DIOCESE,,THRIKKANNAMANGAL SALEM MAR THOMA CHURCH,Thrikkannamangal
KOTTARAKKARA - PUNALUR DIOCESE,,URUKUNNU EBEN EZER MAR THOMA CHURCH,Urukunnu
KOTTARAKKARA - PUNALUR DIOCESE,,VALAKOM MAR THOMA VALIYAPALLY,Valakom
KOTTARAKKARA - PUNALUR DIOCESE,,VALAKOM ST THOMAS MAR THOMA CHURCH,Valakom
KOTTARAKKARA - PUNALUR DIOCESE,,VALIYODE SALEM MAR THOMA CHURCH,Valiyode Valiyode
KOTTARAKKARA - PUNALUR DIOCESE,,VATTAMON HOREB MAR THOMA CHURCH,Kollam
KOTTARAKKARA - PUNALUR DIOCESE,,VELLOORKONAM ST THOMAS MAR THOMA CHURCH,Mancha
KOTTARAKKARA - PUNALUR DIOCESE,,VETTIKKAVALA ST PAULS MAR THOMA CHURCH,Vettikkavala
KOTTARAKKARA - PUNALUR DIOCESE,,VILAKKUVATTOM MAR THOMA CHURCH,Vilakkuvattom
KOTTARAKKARA - PUNALUR DIOCESE,,VILANGARA SALEM MAR THOMA CHURCH,Plappally
KOTTARAKKARA - PUNALUR DIOCESE,,VILANGARA ST THOMAS MAR THOMA  CHURCH,Plapally
KOTTARAKKARA - PUNALUR DIOCESE,,VILAYANTHOOR EBENEZER MAR THOMA CHURCH,Nellikunnam
KOTTARAKKARA - PUNALUR DIOCESE,,VILLOOR SALEM MAR THOMA CHURCH,Chengamanad
KOTTARAKKARA - PUNALUR DIOCESE,,VITHURA BETHEL MAR THOMA CHURCH,Vithura
KOTTAYAM - KOCHI DIOCESE,,ALWAYE ST PETERS MAR THOMA CHURCH,U.C.College
KOTTAYAM - KOCHI DIOCESE,,ALWAYE ST THOMAS MAR THOMA CHURCH,Aluva
KOTTAYAM - KOCHI DIOCESE,,AMALAGIRI ST JOHNS MAR THOMA CHURCH,Ammancherry
KOTTAYAM - KOCHI DIOCESE,,AMBALAMEDU SINAI MAR THOMA CHURCH,Thiruvamkulam
KOTTAYAM - KOCHI DIOCESE,,ANAKKARA ST PAULS MAR THOMA CHURCH,Chellarcoil
KOTTAYAM - KOCHI DIOCESE,,ANCHERY CHRISTOS MAR THOMA CHURCH,Pariyaram
KOTTAYAM - KOCHI DIOCESE,,ANGAMALY ST STEPHENS MAR THOMA CHURCH,Angamaly
KOTTAYAM - KOCHI DIOCESE,,ANICADU AROHANAM MAR THOMA CHURCH,Anicadu
KOTTAYAM - KOCHI DIOCESE,,ANICADU ST THOMAS MAR THOMA CHURCH,Nooronmmavu
KOTTAYAM - KOCHI DIOCESE,,AYAKKADU MAR THOMA CHURCH,Ayakkadu Thrikkariyoor
KOTTAYAM - KOCHI DIOCESE,,AYMANAM HERMON MAR THOMA CHURCH,Mariyathuruthu
KOTTAYAM - KOCHI DIOCESE,,BAHRAIN MAR THOMA PARISH,
KOTTAYAM - KOCHI DIOCESE,,BAHRAIN ST PAULS MAR THOMA CHURCH,
KOTTAYAM - KOCHI DIOCESE,,CHAKKUPALLAM IMMANUEL MAR THOMA CHURCH,Anakkara
KOTTAYAM - KOCHI DIOCESE,,CHALAKUDY ST PAULS MAR THOMA CHURCH,Chalakudy
KOTTAYAM - KOCHI DIOCESE,,CHANGANASSERRY ST THOMAS MAR THOMA CHURCH,Changanacherry
KOTTAYAM - KOCHI DIOCESE,,CHELAKOMBU ST JOHNS MAR THOMA CHURCH,Chelakombu Chelakombu
KOTTAYAM - KOCHI DIOCESE,,CUMBAMMETTU EBEN EZER MAR THOMA CHURCH,Cumbumbettu
KOTTAYAM - KOCHI DIOCESE,,ELAMKULAM JERUSALEM MAR THOMA CHURCH,Kadavanthra
KOTTAYAM - KOCHI DIOCESE,,ELAPPARA SALEM MAR THOMA CHURCH,Elappara
KOTTAYAM - KOCHI DIOCESE,,ELOOR ST THOMAS MAR THOMA CHURCH,Udyogmandal
KOTTAYAM - KOCHI DIOCESE,,ERICADU MORIA MAR THOMA CHURCH,Puthuppally
KOTTAYAM - KOCHI DIOCESE,,ERNAKULAM SALEM MAR THOMA CHURCH,Ernakulam
KOTTAYAM - KOCHI DIOCESE,,EZHUMATTOOR ST THOMAS MAR THOMA CHURCH,Ezhumatoor
KOTTAYAM - KOCHI DIOCESE,,ILLITHODU ST THOMAS MAR THOMA CHURCH,Malayattoor
KOTTAYAM - KOCHI DIOCESE,,KAKKANAD CHRISTOS MAR THOMA CHURCH,Kakkanadu
KOTTAYAM - KOCHI DIOCESE,,KALAMASSERY ST THOMAS MAR THOMA CHURCH,Kalamassery
KOTTAYAM - KOCHI DIOCESE,,KALLAR ST THOMAS MAR THOMA CHURCH,Kallar
KOTTAYAM - KOCHI DIOCESE,,KANAM ST THOMAS MAR THOMA CHURCH,Kanam
KOTTAYAM - KOCHI DIOCESE,,KANGAZHA BETHELEHEM MAR THOMA CHURCH,Kangazha Kottayam
KOTTAYAM - KOCHI DIOCESE,,KARAMALA EBENEZER MAR THOMA CHURCH,Karamala Mallappally Pathanamthitta
KOTTAYAM - KOCHI DIOCESE,,KARIKODE MAR THOMA CHURCH,Karikode
KOTTAYAM - KOCHI DIOCESE,,KARTHAMANGAL ST PAULS MAR THOMA CHURCH,Vennikulam
KOTTAYAM - KOCHI DIOCESE,,KARUKACHAL ST THOMAS MAR THOMA CHURCH,Karukachal
KOTTAYAM - KOCHI DIOCESE,,KATTAPPANA BETHEL MAR THOMA CHURCH,Vellayamkudy
KOTTAYAM - KOCHI DIOCESE,,KEEZHILLOM NAZRETH MAR THOMA CHURCH,Keezhillam
KOTTAYAM - KOCHI DIOCESE,,KEEZHVAIPUR JERUSALEM MAR THOMA CHURCH,Keezhuvaipur
KOTTAYAM - KOCHI DIOCESE,,KEEZHVAIPUR ST THOMAS MAR THOMA CHURCH,Keezhvaipur
KOTTAYAM - KOCHI DIOCESE,,KOCHARA NAZERETH MAR THOMA CHURCH,Kochara
KOTTAYAM - KOCHI DIOCESE,,KOCHI ST GEORGE MAR THOMA CHURCH,Fort Kochi
KOTTAYAM - KOCHI DIOCESE,,KOLENCHERRY ST THOMAS MAR THOMA CHURCH,Kolencherry
KOTTAYAM - KOCHI DIOCESE,,KOLLAD BETHLEHEM MAR THOMA CHURCH,Kollad
KOTTAYAM - KOCHI DIOCESE,,KOOTHRAPPALLY JERUSALEM MAR THOMA CHURCH,Kottayam
KOTTAYAM - KOCHI DIOCESE,,KORATTI ZION MAR THOMA CHURCH,Koratty Koratty South
KOTTAYAM - KOCHI DIOCESE,,KOTHAMANGALAM ST THOMAS MAR THOMA CHURCH,Kothamangalam Ernakulam
KOTTAYAM - KOCHI DIOCESE,,KOTTAYAM JERUSALEM MAR THOMA CHURCH,Kottayam
KOTTAYAM - KOCHI DIOCESE,,KOTTAYAM ST THOMAS MAR THOMA CHURCH,Kottayam
KOTTAYAM - KOCHI DIOCESE,,KRARIELY IMMANUEL MAR THOMA CHURCH,Kombanadu
KOTTAYAM - KOCHI DIOCESE,,KUMILY ST PETERS MAR THOMA CHURCH,Kumaly
KOTTAYAM - KOCHI DIOCESE,,KUTTAMPUZHA ST STEPHENS MAR THOMA CHURCH,Kuttampuzha
KOTTAYAM - KOCHI DIOCESE,,MALLAPPALLY MAR THOMA CHURCH,Keezhvaipoor P O Mallappally
KOTTAYAM - KOCHI DIOCESE,,MALLAPPALLY SEHION MAR THOMA CHURCH,Mallappally North
KOTTAYAM - KOCHI DIOCESE,,MALLAPPALLY ST ANDREWS MAR THOMA CHURCH,Pariyaram
KOTTAYAM - KOCHI DIOCESE,,MAMALA JERUSALEM MAR THOMA CHURCH,Mamala
KOTTAYAM - KOCHI DIOCESE,,MAMALAKANDAM ST JOHNS MAR THOMA CHURCH,Vadattupara
KOTTAYAM - KOCHI DIOCESE,,MANGANAM CHEMARAPPALLY BETHEL MAR THOMA CHURCH,Chemmarappally Manganam
KOTTAYAM - KOCHI DIOCESE,,MANGANAM ST PETERS MAR THOMA CHURCH,Kottayam
KOTTAYAM - KOCHI DIOCESE,,MANJATHANAM JERUSALEM MAR THOMA CHURCH,Pathanamthitta
KOTTAYAM - KOCHI DIOCESE,,MANKULAM JERUSALEM MAR THOMA CHURCH,Mankulam
KOTTAYAM - KOCHI DIOCESE,,MATHAIPARA ST MATHEWS MAR THOMA CHURCH,Mathaippara
KOTTAYAM - KOCHI DIOCESE,,MEENADOM SALEM MAR THOMA CHURCH,Kottayam
KOTTAYAM - KOCHI DIOCESE,,METHALA IMMANUEL MAR THOMA CHURCH,Methala
KOTTAYAM - KOCHI DIOCESE,,MOOLAMATTOM ST THOMAS MAR THOMA CHURCH,Muttom
KOTTAYAM - KOCHI DIOCESE,,MULAKKULAM CHRIST MAR THOMA CHURCH,Mulakulam Mulakulam
KOTTAYAM - KOCHI DIOCESE,,MUNDAKAYAM BETHEL MAR THOMA CHURCH,Mundakayam
KOTTAYAM - KOCHI DIOCESE,,MUNDATHANAM IMMANUEL MAR THOMA CHURCH KANGAZHA,Kangazha Kottayam
KOTTAYAM - KOCHI DIOCESE,,MUNNAR ST THOMAS MAR THOMA CHURCH,Munnar Idukky
KOTTAYAM - KOCHI DIOCESE,,NARAKATHANY SALEM MAR THOMA CHURCH,Narakathani
KOTTAYAM - KOCHI DIOCESE,,NATTAKOM JERUSALEM MAR THOMA CHURCH,Kottayam
KOTTAYAM - KOCHI DIOCESE,,NATTASSERY ST PAULS MAR THOMA CHURCH,Nattasserry
KOTTAYAM - KOCHI DIOCESE,,NEDUMKANDAM IMMANUEL MAR THOMA CHURCH,Nedumkandom
