# Mar Thoma parishes, WITH THE COUNTRY USED AS THE ZONE.
#
# The same rows as marthoma-parishes.csv, with one difference: the zone is the
# country the parish is in. Unlike the placeholder zones this file replaced,
# these are not invented — every diocese here really does span more than one
# country (17 in all), because the Gulf congregations are attached to Kerala
# dioceses rather than to a diocese of their own.
#
# Whether that is a useful tier is your call. It groups the 152 parishes
# outside India usefully and leaves a single large "India" zone in most
# dioceses, which may be more clutter than help. Import this one OR
# marthoma-parishes.csv, not both.
# Source: the Mar Thoma parish list published at marthoma.in, as collected in
#   https://docs.google.com/spreadsheets/d/1QVPcgFuO638L673NJ5fqtwqwq_obO4lF/edit
# Converted 2026-08-29. 1114 parishes in 14 dioceses.
#
diocese,zone,church,city
CHENNAI - BANGALORE DIOCESE,India,NALLAGADLA ST JOHNS MAR THOMA CHURCH,Kurnool
CHENNAI - BANGALORE DIOCESE,India,NARASAPURAM ST THOMAS MAR THOMA CHURCH,Muthalur
CHENNAI - BANGALORE DIOCESE,India,NARASINKAPURAM MAR THOMA CHURCH,
CHENNAI - BANGALORE DIOCESE,India,NEREDMET BETHEL MAR THOMA CHURCH,Secunderabad
CHENNAI - BANGALORE DIOCESE,India,NEYVELI JERUSALEM MAR THOMA CHURCH,Neiveli
CHENNAI - BANGALORE DIOCESE,India,NILGIRI MAR THOMA CHURCH COONOOR,Nilgiris
CHENNAI - BANGALORE DIOCESE,India,NORTH MADRAS MAR THOMA CHURCH,Thiruvottiyur
CHENNAI - BANGALORE DIOCESE,India,PADI BETHEL (CHENNAI) MAR THOMA CHURCH,Korattur
CHENNAI - BANGALORE DIOCESE,India,POLLACHI ST THOMAS MAR THOMA CHURCH,Mahalingapuram
CHENNAI - BANGALORE DIOCESE,India,PONDICHERRY ST THOMAS MAR THOMA CHURCH,Pondicherry
CHENNAI - BANGALORE DIOCESE,India,PORT BLAIR ST THOMAS MAR THOMA CHURCH,Port Blair
CHENNAI - BANGALORE DIOCESE,India,RANGAT ST JOHNS MAR THOMA CHURCH,Middle & North Andaman
CHENNAI - BANGALORE DIOCESE,India,REDDYPALLE ST STEPHENS MAR THOMA CHURCH,Narasapuram
CHENNAI - BANGALORE DIOCESE,India,SALEM (TN) MAR THOMA CHURCH,Salem
CHENNAI - BANGALORE DIOCESE,Kuwait,"SALMIA ST. THOMAS MAR THOMA CHURCH, KUWAIT",
CHENNAI - BANGALORE DIOCESE,India,SANTHIMANDIRAM MAR THOMA CHURCH,Medchal Malkajgiri
CHENNAI - BANGALORE DIOCESE,India,SECUNDRABAD – HYDERABAD MAR THOMA CHURCH,Nehru Nagar (Visakha
CHENNAI - BANGALORE DIOCESE,India,SEEDARAMAPURA GAJULLAPALLE KEREETH MAR THOMA CHURCH,Gajulappally
CHENNAI - BANGALORE DIOCESE,India,SHETTIVEEDU ST. THOMAS MAR THOMA CHURCH,Kurnool
CHENNAI - BANGALORE DIOCESE,India,SHIVANAPURAM JERUSALEM MAR THOMA CHURCH,Shivanapura
CHENNAI - BANGALORE DIOCESE,India,SIDLAGHATTA EBENEZER MAR THOMA CHURCH,Shidlaghatta
CHENNAI - BANGALORE DIOCESE,India,SIRSI ST PAULS MAR THOMA CHURCH,North Kanara
CHENNAI - BANGALORE DIOCESE,India,SONNENAHALLI ST PAULS MAR THOMA CHURCH,Sidlaghatta
CHENNAI - BANGALORE DIOCESE,India,TAMBARAM IMMANUEL MAR THOMA CHURCH,Muthamizh Street East Tambaram
CHENNAI - BANGALORE DIOCESE,India,TRICHY ST. THOMAS MAR THOMA CHURCH,Kattur
CHENNAI - BANGALORE DIOCESE,India,TUMKUR ST JOHNS MAR THOMA CHURCH,Tumkur
CHENNAI - BANGALORE DIOCESE,India,VALPARAI HOREB MAR THOMA CHURCH,Valparai
CHENNAI - BANGALORE DIOCESE,India,VELLORE ST THOMAS MAR THOMA CHURCH,Gandhi Nagar
CHENNAI - BANGALORE DIOCESE,India,VIJAYAPURA ST ANDREWS MAR THOMA CHURCH,Devanahally
CHENNAI - BANGALORE DIOCESE,India,VILANTHAI MAR THOMA CHAPEL,
CHENNAI - BANGALORE DIOCESE,India,WHITEFIELD ST PAULS MAR THOMA CHURCH,Kannamangala
DELHI DIOCESE,India,AGRA MAR THOMA CHURCH,Agra H.O
DELHI DIOCESE,Kuwait,AHMADI IMMANUEL MAR THOMA PARISH KUWAIT,
DELHI DIOCESE,Kuwait,AHMADI MAR THOMA CHURCH,
DELHI DIOCESE,India,ALLAHABAD MAR THOMA CHURCH,Muirabad P.O. Prayagraj
DELHI DIOCESE,India,AMBIKAPUR MAR THOMA CHURCH,Ambikapur
DELHI DIOCESE,India,ARUNACHAL PRADESH SOUTHERN CHRISTIAN (C),
DELHI DIOCESE,India,BANSVARA SALEM MAR THOMA CHURCH,Banswara Ho
DELHI DIOCESE,India,BHILAI MAR THOMA CHURCH,Sector 6 Bhilai
DELHI DIOCESE,India,BHILWARA ST THOMAS MAR THOMA CHURCH,Bhilwara
DELHI DIOCESE,India,BHOPAL ST PETERS MAR THOMA CHURCH,Govindapura
DELHI DIOCESE,India,BILASPUR MAR THOMA CHURCH,Bilaspur
DELHI DIOCESE,India,BISHRAMPUR BETHEL MAR THOMA CHURCH,Bishrampur Colliery
DELHI DIOCESE,India,BOKARO STEEL CITY MAR THOMA CHURCH,Bokaro Steel City
DELHI DIOCESE,India,CHANDIGARH MAR THOMA CHURCH,Near Village Raipur Khurd
DELHI DIOCESE,India,CUTTACK –  BHUBHANESWAR MAR THOMA CHURCH,Jharpada
DELHI DIOCESE,India,DELHI ST PETERS MAR THOMA CHURCH,Joshi Colony
DELHI DIOCESE,India,DELHI ST STEPHENS (MAYUR VIHAR) MAR THOMA CHURCH,Mayur Vihar Phase Iii
DELHI DIOCESE,India,DEWAS IMMANUEL MAR THOMA CHURCH,Devas Ho
DELHI DIOCESE,India,DHANBAD MAR THOMA CHURCH,Dhanbad Bokaro
DELHI DIOCESE,India,DURGAPUR MAR THOMA CHURCH,Durgapore
DELHI DIOCESE,India,FARIDABAD ALL SAINTS MAR THOMA CHURCH,Faridabad
DELHI DIOCESE,India,GHAZIABAD MAR THOMA SYRIAN CHURCH,Sahibabad
DELHI DIOCESE,India,GURGAON ST THOMAS MAR THOMA CHURCH,Gurgaon
DELHI DIOCESE,India,GUWAHATI MAR THOMA CHURCH,Guwahati G
DELHI DIOCESE,India,GWALIOR MAR THOMA CHURCH,Gwalior
DELHI DIOCESE,India,INDORE MAR THOMA CHURCH,Indore R.S.S.Nagar
DELHI DIOCESE,India,ITARSI MAR THOMA CHURCH,Itarsi
DELHI DIOCESE,India,JABALPUR ST ANDREWS MAR THOMA CHURCH,
DELHI DIOCESE,India,JAGDALPUR MAR THOMA CHURCH,Jagdalpur
DELHI DIOCESE,India,JAIPUR MAR THOMA CHURCH,Mansarover
DELHI DIOCESE,India,JAMSHEDPUR MAR THOMA CHURCH,Jamshedpur
DELHI DIOCESE,India,JHANSI MAR THOMA CHURCH,Sipri Bazar
DELHI DIOCESE,India,JODHPUR MAR THOMA CHURCH,Jodhpur
DELHI DIOCESE,India,KATNI MAR THOMA CHURCH,Jabalpur
DELHI DIOCESE,India,KHAMARIA RANJHI MAR THOMA CHURCH,Jabalpur
DELHI DIOCESE,India,KOLAR ROAD BETHEL (BHOPAL) MAR THOMA CHURCH,Bhopal
DELHI DIOCESE,India,KOLKATA MAR THOMA SYRIAN CHURCH,Ballygunge
DELHI DIOCESE,India,KORBA MAR THOMA SYRIAN CHURCH,Korba Head
DELHI DIOCESE,India,KOTA ST THOMAS MAR THOMA CHURCH(RAJASTHAN),Rajasthan
DELHI DIOCESE,Kuwait,KUWAIT ST. JOHNS MAR THOMA CHURCH,
DELHI DIOCESE,Kuwait,KUWAIT ST. PETERS MAR THOMA CHURCH,
DELHI DIOCESE,India,LALGHATI (BHOPAL) ST PAULS MAR THOMA CHURCH,Bhopal
DELHI DIOCESE,India,LUCKNOW MAR THOMA CHURCH,Gomti Nagar
DELHI DIOCESE,India,LUDHIANA MAR THOMA CHURCH,Mohar Singh Nagar
DELHI DIOCESE,India,MAHASAMUDHU MAR THOMA CHURCH,Raipur
DELHI DIOCESE,India,NEW DELHI BETHEL MAR THOMA CHURCH,Ignou
DELHI DIOCESE,India,NEW DELHI EBENEZER (VIKASPURI) MAR THOMA CHURCH,Vikaspuri
DELHI DIOCESE,India,NEW DELHI JERUSALEM MAR THOMA CHURCH,Safdarjung Enclave
DELHI DIOCESE,India,NEW DELHI ST JAMES (DWARKA) MAR THOMA CHURCH,Newdelhi
DELHI DIOCESE,India,NEW DELHI ST. THOMAS (KAROLBAGH) MAR THOMA CHURCH,Karol Bagh
DELHI DIOCESE,India,NOIDA IMMANUEL MAR THOMA CHURCH,
DELHI DIOCESE,India,PATNA MAR THOMA CHURCH,Sonari
DELHI DIOCESE,India,RAIPUR MAR THOMA CHURCH,Raipur
DELHI DIOCESE,India,RAJHARA MAR THOMA CHURCH,Balod District
DELHI DIOCESE,India,RAJNANDAGAON EBENEZER MAR THOMA CHURCH,Rajnandgaon
DELHI DIOCESE,India,RANCHI MAR THOMA CHURCH,Ranchi
DELHI DIOCESE,India,REWA ST THOMAS MAR THOMA CHURCH,Rewa
DELHI DIOCESE,India,ROURKALA MAR THOMA CHURCH,Jhirpani
DELHI DIOCESE,India,SATNA MAR THOMA CHURCH,Christiya Bandhu Kulam Mahadeva
DELHI DIOCESE,India,SIHORA MAR THOMA CHURCH,Darshini
DELHI DIOCESE,India,TATIBANDH ST JOHNS MAR THOMA CHURCH,Raipur
DELHI DIOCESE,India,UDAIPUR IMMANUEL MAR THOMA CHURCH,North Ayad
DELHI DIOCESE,India,VISAKAPATANAM MAR THOMA SYRIAN CHURCH,Near All India Radio
KOTTARAKKARA - PUNALUR DIOCESE,India,AMBALAKKARA IMMANUEL MAR THOMA CHURCH,Anmalakkara
KOTTARAKKARA - PUNALUR DIOCESE,India,AMBALATHUMKALA HOREB MAR THOMA CHURCH,
KOTTARAKKARA - PUNALUR DIOCESE,India,AMPALATHUMKALA HOREB MAR THOMA CHURCH,Kollam
KOTTARAKKARA - PUNALUR DIOCESE,India,ANDOOR JERUSALEM MAR THOMA CHURCH,Andoor
KOTTARAKKARA - PUNALUR DIOCESE,India,ANDOOR ST PETERS MAR THOMA CHURCH,Andoor
KOTTARAKKARA - PUNALUR DIOCESE,India,AREEPLACHI EBENEZER MAR THOMA CHURCH,Areeplachy
KOTTARAKKARA - PUNALUR DIOCESE,India,AVANEESWARAM IMMANUEL MAR THOMA CHURCH,Avaneswaram R.S
KOTTARAKKARA - PUNALUR DIOCESE,India,CHAKKUVARAKKAL IMMANUEL MAR THOMA CHURCH,Chakkuvarackal
KOTTARAKKARA - PUNALUR DIOCESE,India,CHALIAKKARA IMMANUEL MAR THOMA CHURCH,Chaliyakara
KOTTARAKKARA - PUNALUR DIOCESE,India,CHENGAMANADU IMMANUEL MAR THOMA CHURCH,Chengamanad
KOTTARAKKARA - PUNALUR DIOCESE,India,CHENKOTTAI ST PAULS MAR THOMA CHURCH,Chengottai R.S
KOTTARAKKARA - PUNALUR DIOCESE,India,CHENKULAM IMMANUEL MAR THOMA CHURCH,Chenkulam
KOTTARAKKARA - PUNALUR DIOCESE,Qatar,DOHA QATAR IMMANUEL MAR THOMA PARISH,Doha-Qatar
KOTTARAKKARA - PUNALUR DIOCESE,India,EDAMON MORIA MAR THOMA CHURCH,Edamon
KOTTARAKKARA - PUNALUR DIOCESE,India,ELAMPAL JERUSALEM MAR THOMA CHURCH,Elampal
KOTTARAKKARA - PUNALUR DIOCESE,India,ELAMPAL SEHION MAR THOMA CHURCH,Elampal
KOTTARAKKARA - PUNALUR DIOCESE,India,ELAMPAL ST THOMAS MAR THOMA CHURCH,Elampal
KOTTARAKKARA - PUNALUR DIOCESE,India,INCHAKKADU BETHEL MAR THOMA CHURCH,Mailom
KOTTARAKKARA - PUNALUR DIOCESE,India,KAITHACODE EBENEZER MAR THOMA CHURCH,Perayam
KOTTARAKKARA - PUNALUR DIOCESE,India,KAITHACODE MAR THOMA CHURCH,Kaithakodu
KOTTARAKKARA - PUNALUR DIOCESE,India,KAITHODU BETHEL MAR THOMA CHURCH,Kaithodu Nellipally
KOTTARAKKARA - PUNALUR DIOCESE,India,KALAYANADU SALEM MAR THOMA CHURCH,Planchery
KOTTARAKKARA - PUNALUR DIOCESE,India,KALLADA NILAMEL MAR THOMA CHURCH,East Kallada
KOTTARAKKARA - PUNALUR DIOCESE,India,KARAVALOOR BETHEL MAR THOMA CHURCH,Karavaloor
KOTTARAKKARA - PUNALUR DIOCESE,India,KARAVALOOR KEREETH MAR THOMA CHURCH,Areeplachy
KOTTARAKKARA - PUNALUR DIOCESE,India,KARICKOM CHRISTHOSE MAR THOMA CHURCH,Karikkam
KOTTARAKKARA - PUNALUR DIOCESE,India,KARIPPURAM CHRISTHOSE MAR THOMA CHURCH,Mukkoodu
KOTTARAKKARA - PUNALUR DIOCESE,India,KOKKADU ST JOHNS MAR THOMA CHURCH,Kokkadu
KOTTARAKKARA - PUNALUR DIOCESE,India,KOTTARA BETHEL MAR THOMA CHURCH,Meeyannoor
KOTTARAKKARA - PUNALUR DIOCESE,India,KOTTARAKARA MAR THOMA CHURCH,Kottarakara
KOTTARAKKARA - PUNALUR DIOCESE,India,KULAPPALLY BETHEL MAR THOMA CHURCH,Panavoor
KOTTARAKKARA - PUNALUR DIOCESE,India,KUNDARA BETHEL MAR THOMA CHURCH,Kundara Thrippalazhikom
KOTTARAKKARA - PUNALUR DIOCESE,India,KUNDARA SALEM MAR THOMA CHURCH,Kundara
KOTTARAKKARA - PUNALUR DIOCESE,India,KURIATHY TRINITY MAR THOMA CHURCH,Panacode
KOTTARAKKARA - PUNALUR DIOCESE,India,KURUPUZHA JERUSALEM MAR THOMA CHURCH,Elavattom
KOTTARAKKARA - PUNALUR DIOCESE,India,MANJAKKALA TRINITY MAR THOMA CHURCH,Manjakala
KOTTARAKKARA - PUNALUR DIOCESE,India,MARUTHAMONPALLY IMMANUEL MAR THOMA CHURCH,Pooyapally
KOTTARAKKARA - PUNALUR DIOCESE,India,MATHRA IMMANUEL MAR THOMA CHURCH,Mathra
KOTTARAKKARA - PUNALUR DIOCESE,India,MEENAMKAL ST PAULS MAR THOMA CHURCH,Medical College
KOTTARAKKARA - PUNALUR DIOCESE,India,MEEYANNUR SALEM MAR THOMA CHURCH,Meeyannoor
KOTTARAKKARA - PUNALUR DIOCESE,India,MUKHATHALA MAR THOMA CHURCH,Alummoodu
KOTTARAKKARA - PUNALUR DIOCESE,India,MYLADUMPARA BETHEL MAR THOMA CHURCH,Kollam
KOTTARAKKARA - PUNALUR DIOCESE,India,MYLAMKULAM SHALOM MAR THOMA CHURCH,Puthur-Kollam
KOTTARAKKARA - PUNALUR DIOCESE,India,MYLOM CHRISTHOSE MAR THOMA CHURCH,Pallickal
KOTTARAKKARA - PUNALUR DIOCESE,India,NAGAMALA MAR THOMA CHURCH,Nagamala Kalthurutty
KOTTARAKKARA - PUNALUR DIOCESE,India,NARICKAL BETHEL MAR THOMA CHURCH,Narikkal
KOTTARAKKARA - PUNALUR DIOCESE,India,NEELESWARAM IMMANUEL MAR THOMA CHURCH,Neeleswaram
KOTTARAKKARA - PUNALUR DIOCESE,India,NELLIKUNNAM IMMANUEL MAR THOMA CHURCH,Nellikunnam
KOTTARAKKARA - PUNALUR DIOCESE,India,NELLIPPALLI ST PAULS MAR THOMA CHURCH,Nellippally
KOTTARAKKARA - PUNALUR DIOCESE,India,"ODANAVATTOM MAR THOMA CHURCH,",Odanavattom
KOTTARAKKARA - PUNALUR DIOCESE,India,ODANAVATTOM ST THOMAS MAR THOMA CHURCH,Cheppara
KOTTARAKKARA - PUNALUR DIOCESE,India,OYOOR ST THOMAS MAR THOMA CHURCH,Pooyappally (Via
KOTTARAKKARA - PUNALUR DIOCESE,India,PACHA PALODU SALEM MAR THOMA CHURCH,Pacha-Palode
KOTTARAKKARA - PUNALUR DIOCESE,India,PALAKUZHY EBENEZER MAR THOMA CHURCH,Palakkuzhy Thalavoor
KOTTARAKKARA - PUNALUR DIOCESE,India,PANAVELI BETHEL MAR THOMA CHURCH,Panaveli
KOTTARAKKARA - PUNALUR DIOCESE,India,PANDITHITTA THABORE MAR THOMA CHURCH,Ambalathinnirappu
KOTTARAKKARA - PUNALUR DIOCESE,India,PARUTHUMPARA IMMANUEL MAR THOMA CHURCH,Kollam
KOTTARAKKARA - PUNALUR DIOCESE,India,PATTAMALA MAR THOMA CHURCH,Chengamanad
KOTTARAKKARA - PUNALUR DIOCESE,India,PATTAZHY CHRISTOSE MAR THOMA CHURCH,Thekketheri
KOTTARAKKARA - PUNALUR DIOCESE,India,PATTAZHY IMMANUEL MAR THOMA CHURCH,Thekkethery
KOTTARAKKARA - PUNALUR DIOCESE,India,PAZHINJAM ST PAULS MAR THOMA CHURCH,Ummannur
KOTTARAKKARA - PUNALUR DIOCESE,India,PERA ST JOHNS MAR THOMA CHURCH,Andoor
KOTTARAKKARA - PUNALUR DIOCESE,India,PERAYAM MAR THOMA CHURCH,Mulavana
KOTTARAKKARA - PUNALUR DIOCESE,India,PLAPPALLY BETHEL MAR THOMA CHURCH,Plapally
KOTTARAKKARA - PUNALUR DIOCESE,India,PODIYATTUVILA ST THOMAS MAR THOMA CHURCH,Podiyattuvila
KOTTARAKKARA - PUNALUR DIOCESE,India,POLICODE IMMANUEL MAR THOMA CHURCH,Vayackal
KOTTARAKKARA - PUNALUR DIOCESE,India,POOYAPPALLY ST  THOMAS MAR THOMA CHURCH,Pooyapally
KOTTARAKKARA - PUNALUR DIOCESE,India,PULAMON BETHEL MAR THOMA CHURCH,Pulamon
KOTTARAKKARA - PUNALUR DIOCESE,India,PULLEMCODE ST THOMAS MAR THOMA CHURCH,Perumannur
KOTTARAKKARA - PUNALUR DIOCESE,India,PUNALUR CARMEL MAR THOMA CHURCH,Punalur Paper Mills
KOTTARAKKARA - PUNALUR DIOCESE,India,PUNALUR ST THOMAS MAR THOMA CHURCH,Kollam
KOTTARAKKARA - PUNALUR DIOCESE,India,PUTHOOR IMMANUEL MAR THOMA CHURCH,Karickel
KOTTARAKKARA - PUNALUR DIOCESE,India,PUTHUCADU BETHEL MAR THOMA CHURCH,Edamon
KOTTARAKKARA - PUNALUR DIOCESE,India,"PUTHUCADU JERUSALEM MAR THOMA CHURCH,",Puthukkad
KOTTARAKKARA - PUNALUR DIOCESE,India,PUTHUKULANGARA IMMANUEL MAR THOMA CHURCH,Nedumangad
KOTTARAKKARA - PUNALUR DIOCESE,India,THALACHIRA SALEM MAR THOMA CHURCH,Thalachira
KOTTARAKKARA - PUNALUR DIOCESE,India,THALAVOOR NADUTHERY MAR THOMA CHURCH,Thalavoor
KOTTARAKKARA - PUNALUR DIOCESE,India,THALAVOOR NADUTHERY MARTHOMA CHURCH,
KOTTARAKKARA - PUNALUR DIOCESE,India,THAMARAKUDY IMMMANUEL MAR THOMA CHURCH,Thamarakudy
KOTTARAKKARA - PUNALUR DIOCESE,India,THRIKKANNAMANGAL SALEM MAR THOMA CHURCH,Thrikkannamangal
KOTTARAKKARA - PUNALUR DIOCESE,India,URUKUNNU EBEN EZER MAR THOMA CHURCH,Urukunnu
KOTTARAKKARA - PUNALUR DIOCESE,India,VALAKOM MAR THOMA VALIYAPALLY,Valakom
KOTTARAKKARA - PUNALUR DIOCESE,India,VALAKOM ST THOMAS MAR THOMA CHURCH,Valakom
KOTTARAKKARA - PUNALUR DIOCESE,India,VALIYODE SALEM MAR THOMA CHURCH,Valiyode Valiyode
KOTTARAKKARA - PUNALUR DIOCESE,India,VATTAMON HOREB MAR THOMA CHURCH,Kollam
KOTTARAKKARA - PUNALUR DIOCESE,India,VELLOORKONAM ST THOMAS MAR THOMA CHURCH,Mancha
KOTTARAKKARA - PUNALUR DIOCESE,India,VETTIKKAVALA ST PAULS MAR THOMA CHURCH,Vettikkavala
KOTTARAKKARA - PUNALUR DIOCESE,India,VILAKKUVATTOM MAR THOMA CHURCH,Vilakkuvattom
KOTTARAKKARA - PUNALUR DIOCESE,India,VILANGARA SALEM MAR THOMA CHURCH,Plappally
KOTTARAKKARA - PUNALUR DIOCESE,India,VILANGARA ST THOMAS MAR THOMA  CHURCH,Plapally
KOTTARAKKARA - PUNALUR DIOCESE,India,VILAYANTHOOR EBENEZER MAR THOMA CHURCH,Nellikunnam
KOTTARAKKARA - PUNALUR DIOCESE,India,VILLOOR SALEM MAR THOMA CHURCH,Chengamanad
KOTTARAKKARA - PUNALUR DIOCESE,India,VITHURA BETHEL MAR THOMA CHURCH,Vithura
KOTTAYAM - KOCHI DIOCESE,India,ALWAYE ST PETERS MAR THOMA CHURCH,U.C.College
KOTTAYAM - KOCHI DIOCESE,India,ALWAYE ST THOMAS MAR THOMA CHURCH,Aluva
KOTTAYAM - KOCHI DIOCESE,India,AMALAGIRI ST JOHNS MAR THOMA CHURCH,Ammancherry
KOTTAYAM - KOCHI DIOCESE,India,AMBALAMEDU SINAI MAR THOMA CHURCH,Thiruvamkulam
KOTTAYAM - KOCHI DIOCESE,India,ANAKKARA ST PAULS MAR THOMA CHURCH,Chellarcoil
KOTTAYAM - KOCHI DIOCESE,India,ANCHERY CHRISTOS MAR THOMA CHURCH,Pariyaram
KOTTAYAM - KOCHI DIOCESE,India,ANGAMALY ST STEPHENS MAR THOMA CHURCH,Angamaly
KOTTAYAM - KOCHI DIOCESE,India,ANICADU AROHANAM MAR THOMA CHURCH,Anicadu
KOTTAYAM - KOCHI DIOCESE,India,ANICADU ST THOMAS MAR THOMA CHURCH,Nooronmmavu
KOTTAYAM - KOCHI DIOCESE,India,AYAKKADU MAR THOMA CHURCH,Ayakkadu Thrikkariyoor
KOTTAYAM - KOCHI DIOCESE,India,AYMANAM HERMON MAR THOMA CHURCH,Mariyathuruthu
KOTTAYAM - KOCHI DIOCESE,Bahrain,BAHRAIN MAR THOMA PARISH,
KOTTAYAM - KOCHI DIOCESE,Bahrain,BAHRAIN ST PAULS MAR THOMA CHURCH,
KOTTAYAM - KOCHI DIOCESE,India,CHAKKUPALLAM IMMANUEL MAR THOMA CHURCH,Anakkara
KOTTAYAM - KOCHI DIOCESE,India,CHALAKUDY ST PAULS MAR THOMA CHURCH,Chalakudy
KOTTAYAM - KOCHI DIOCESE,India,CHANGANASSERRY ST THOMAS MAR THOMA CHURCH,Changanacherry
KOTTAYAM - KOCHI DIOCESE,India,CHELAKOMBU ST JOHNS MAR THOMA CHURCH,Chelakombu Chelakombu
KOTTAYAM - KOCHI DIOCESE,India,CUMBAMMETTU EBEN EZER MAR THOMA CHURCH,Cumbumbettu
KOTTAYAM - KOCHI DIOCESE,India,ELAMKULAM JERUSALEM MAR THOMA CHURCH,Kadavanthra
KOTTAYAM - KOCHI DIOCESE,India,ELAPPARA SALEM MAR THOMA CHURCH,Elappara
KOTTAYAM - KOCHI DIOCESE,India,ELOOR ST THOMAS MAR THOMA CHURCH,Udyogmandal
KOTTAYAM - KOCHI DIOCESE,India,ERICADU MORIA MAR THOMA CHURCH,Puthuppally
KOTTAYAM - KOCHI DIOCESE,India,ERNAKULAM SALEM MAR THOMA CHURCH,Ernakulam
KOTTAYAM - KOCHI DIOCESE,India,EZHUMATTOOR ST THOMAS MAR THOMA CHURCH,Ezhumatoor
KOTTAYAM - KOCHI DIOCESE,India,ILLITHODU ST THOMAS MAR THOMA CHURCH,Malayattoor
KOTTAYAM - KOCHI DIOCESE,India,KAKKANAD CHRISTOS MAR THOMA CHURCH,Kakkanadu
KOTTAYAM - KOCHI DIOCESE,India,KALAMASSERY ST THOMAS MAR THOMA CHURCH,Kalamassery
KOTTAYAM - KOCHI DIOCESE,India,KALLAR ST THOMAS MAR THOMA CHURCH,Kallar
KOTTAYAM - KOCHI DIOCESE,India,KANAM ST THOMAS MAR THOMA CHURCH,Kanam
KOTTAYAM - KOCHI DIOCESE,India,KANGAZHA BETHELEHEM MAR THOMA CHURCH,Kangazha Kottayam
KOTTAYAM - KOCHI DIOCESE,India,KARAMALA EBENEZER MAR THOMA CHURCH,Karamala Mallappally Pathanamthitta
KOTTAYAM - KOCHI DIOCESE,India,KARIKODE MAR THOMA CHURCH,Karikode
KOTTAYAM - KOCHI DIOCESE,India,KARTHAMANGAL ST PAULS MAR THOMA CHURCH,Vennikulam
KOTTAYAM - KOCHI DIOCESE,India,KARUKACHAL ST THOMAS MAR THOMA CHURCH,Karukachal
KOTTAYAM - KOCHI DIOCESE,India,KATTAPPANA BETHEL MAR THOMA CHURCH,Vellayamkudy
KOTTAYAM - KOCHI DIOCESE,India,KEEZHILLOM NAZRETH MAR THOMA CHURCH,Keezhillam
KOTTAYAM - KOCHI DIOCESE,India,KEEZHVAIPUR JERUSALEM MAR THOMA CHURCH,Keezhuvaipur
KOTTAYAM - KOCHI DIOCESE,India,KEEZHVAIPUR ST THOMAS MAR THOMA CHURCH,Keezhvaipur
KOTTAYAM - KOCHI DIOCESE,India,KOCHARA NAZERETH MAR THOMA CHURCH,Kochara
KOTTAYAM - KOCHI DIOCESE,India,KOCHI ST GEORGE MAR THOMA CHURCH,Fort Kochi
KOTTAYAM - KOCHI DIOCESE,India,KOLENCHERRY ST THOMAS MAR THOMA CHURCH,Kolencherry
KOTTAYAM - KOCHI DIOCESE,India,KOLLAD BETHLEHEM MAR THOMA CHURCH,Kollad
KOTTAYAM - KOCHI DIOCESE,India,KOOTHRAPPALLY JERUSALEM MAR THOMA CHURCH,Kottayam
KOTTAYAM - KOCHI DIOCESE,India,KORATTI ZION MAR THOMA CHURCH,Koratty Koratty South
KOTTAYAM - KOCHI DIOCESE,India,KOTHAMANGALAM ST THOMAS MAR THOMA CHURCH,Kothamangalam Ernakulam
KOTTAYAM - KOCHI DIOCESE,India,KOTTAYAM JERUSALEM MAR THOMA CHURCH,Kottayam
KOTTAYAM - KOCHI DIOCESE,India,KOTTAYAM ST THOMAS MAR THOMA CHURCH,Kottayam
KOTTAYAM - KOCHI DIOCESE,India,KRARIELY IMMANUEL MAR THOMA CHURCH,Kombanadu
KOTTAYAM - KOCHI DIOCESE,India,KUMILY ST PETERS MAR THOMA CHURCH,Kumaly
KOTTAYAM - KOCHI DIOCESE,India,KUTTAMPUZHA ST STEPHENS MAR THOMA CHURCH,Kuttampuzha
KOTTAYAM - KOCHI DIOCESE,India,MALLAPPALLY MAR THOMA CHURCH,Keezhvaipoor P O Mallappally
KOTTAYAM - KOCHI DIOCESE,India,MALLAPPALLY SEHION MAR THOMA CHURCH,Mallappally North
KOTTAYAM - KOCHI DIOCESE,India,MALLAPPALLY ST ANDREWS MAR THOMA CHURCH,Pariyaram
KOTTAYAM - KOCHI DIOCESE,India,MAMALA JERUSALEM MAR THOMA CHURCH,Mamala
KOTTAYAM - KOCHI DIOCESE,India,MAMALAKANDAM ST JOHNS MAR THOMA CHURCH,Vadattupara
KOTTAYAM - KOCHI DIOCESE,India,MANGANAM CHEMARAPPALLY BETHEL MAR THOMA CHURCH,Chemmarappally Manganam
KOTTAYAM - KOCHI DIOCESE,India,MANGANAM ST PETERS MAR THOMA CHURCH,Kottayam
KOTTAYAM - KOCHI DIOCESE,India,MANJATHANAM JERUSALEM MAR THOMA CHURCH,Pathanamthitta
KOTTAYAM - KOCHI DIOCESE,India,MANKULAM JERUSALEM MAR THOMA CHURCH,Mankulam
KOTTAYAM - KOCHI DIOCESE,India,MATHAIPARA ST MATHEWS MAR THOMA CHURCH,Mathaippara
KOTTAYAM - KOCHI DIOCESE,India,MEENADOM SALEM MAR THOMA CHURCH,Kottayam
KOTTAYAM - KOCHI DIOCESE,India,METHALA IMMANUEL MAR THOMA CHURCH,Methala
